JOBCODE,SERVDATE,MCCODE,SERVCODE,ATDATE,PDATE,REMARK,WorkDone,jobstatus
1,16/03/2008,74,37,,01/03/2008,,,P
2,31/03/2008,74,37,,16/03/2008,,,P
8,28/03/2008,8,12,05/06/2008,28/03/2006, ,FINISH,F
7,28/03/2008,8,10,05/06/2008,28/03/2006, ,FINISH,F
6,28/03/2008,7,13,12/07/2008,28/03/2006, ,FINISH,F
5,28/03/2008,7,11,12/07/2008,28/03/2006, ,FINISH,F
4,28/03/2008,7,12,12/07/2008,28/03/2006, ,FINISH,F
3,28/03/2008,7,10,12/07/2008,28/03/2006, ,FINISH,F
9,11/04/2008,7,16,12/04/2008,11/04/2007, ,FINISH,F
10,11/04/2008,8,16,12/04/2008,11/04/2007, ,FINISH,F
11,13/04/2008,7,71,12/04/2008,29/03/2008, ,FINISH,F
12,15/04/2008,8,71,12/04/2008,31/03/2008, ,FINISH,F
13,15/04/2008,74,37,,31/03/2008,,,P
14,24/04/2008,7,71,24/04/2008,13/04/2008, ,FINISH,F
15,24/04/2008,8,71,25/04/2008,15/04/2008, ,FINISH,F
16,30/04/2008,74,37,,15/04/2008,,,P
20,28/03/2008,9,13,27/07/2008,28/03/2006, ,FINISH,F
19,28/03/2008,9,11,27/07/2008,28/03/2006, ,FINISH,F
18,28/03/2008,9,12,27/07/2008,28/03/2006, ,FINISH,F
17,28/03/2008,9,10,27/07/2008,28/03/2006, ,FINISH,F
21,02/04/2008,9,71,01/04/2008,21/03/2008, ,FINISH,F
22,06/04/2008,9,16,01/04/2008,06/04/2007, ,FINISH,F
671,21/06/2008,46,121,01/07/2008,21/06/2007, ,FINISH,F
668,21/06/2008,44,94,20/06/2008,21/05/2008, ,FINISH,F
672,22/06/2008,41,118,05/06/2008,22/10/2007, ,FINISH,F
673,22/06/2008,41,117,21/06/2008,22/10/2007, ,FINISH,F
675,23/06/2008,41,94,21/06/2008,23/05/2008, ,FINISH,F
679,25/06/2008,44,122,20/06/2008,25/06/2007, ,FINISH,F
680,25/06/2008,44,121,16/10/2008,25/06/2007, ,FINISH,F
682,26/06/2008,48,122,08/08/2008,26/06/2007, ,FINISH,F
681,26/06/2008,48,121,13/10/2008,26/06/2007, ,FINISH,F
684,26/06/2008,50,94,13/06/2008,26/05/2008, ,FINISH,F
685,27/06/2008,51,94,24/06/2008,27/05/2008, ,FINISH,F
686,28/06/2008,47,116,18/06/2008,28/06/2007, ,FINISH,F
687,28/06/2008,47,122,09/07/2008,28/06/2007, ,FINISH,F
688,28/06/2008,49,94,27/06/2008,28/05/2008, ,FINISH,F
691,30/06/2008,46,94,01/07/2008,30/05/2008, ,FINISH,F
667,22/06/2008,43,111,23/06/2008,01/06/2008, ,FINISH,F
674,23/06/2008,44,111,20/06/2008,02/06/2008, ,FINISH,F
676,24/06/2008,51,111,24/06/2008,03/06/2008, ,FINISH,F
677,25/06/2008,42,111,25/06/2008,04/06/2008, ,FINISH,F
678,02/07/2008,40,111,26/06/2008,05/06/2008, ,FINISH,F
683,01/07/2008,49,111,27/06/2008,06/06/2008, ,FINISH,F
689,04/07/2008,52,111,28/06/2008,08/06/2008, ,FINISH,F
690,29/06/2008,46,111,01/07/2008,09/06/2008, ,FINISH,F
1541,10/09/2008,3,78,13/09/2008,27/08/2008, ,FINISH,F
1540,11/03/2009,51,121,11/09/2008,11/03/2008, ,FINISH,F
1542,10/09/2008,12,71,08/09/2008,30/08/2008, ,FINISH,F
1545,12/09/2008,29,73,13/09/2008,27/08/2008, ,FINISH,F
1550,13/09/2008,25,75,12/09/2008,30/08/2008, ,FINISH,F
1558,12/09/2008,16,13,18/11/2009,12/09/2006, ,FINISH,F
1553,12/09/2008,4,77,16/09/2008,28/08/2008, ,FINISH,F
1552,13/09/2008,49,111,18/09/2008,13/08/2008, ,FINISH,F
1560,12/09/2008,16,11,18/11/2009,12/09/2006, ,FINISH,F
1561,12/09/2008,18,6,26/10/2008,12/06/2008, ,FINISH,F
1557,12/09/2008,16,10,18/11/2009,12/09/2006, ,FINISH,F
1555,11/09/2008,14,71,12/09/2008,31/08/2008, ,FINISH,F
1563,12/09/2008,74,37,,28/08/2008,,,P
1554,12/09/2008,10,17,06/09/2008,29/07/2008, ,FINISH,F
1562,12/09/2008,57,80,13/09/2008,13/08/2008, ,FINISH,F
1559,12/09/2008,16,12,18/11/2009,12/09/2006, ,FINISH,F
1568,13/09/2008,5,70,15/09/2008,29/08/2008, ,FINISH,F
1565,13/09/2008,44,94,12/09/2008,13/08/2008, ,FINISH,F
1567,13/09/2008,57,83,14/09/2008,13/03/2008, ,FINISH,F
1564,18/02/2009,43,116,19/08/2008,13/03/2008, ,FINISH,F
1572,14/09/2008,9,6,27/09/2008,14/06/2008, ,FINISH,F
1570,14/09/2008,47,123,12/06/2009,14/09/2007, ,FINISH,F
1571,14/09/2008,49,94,18/09/2008,14/08/2008, ,FINISH,F
383,08/05/2008,52,125,19/05/2008,08/11/2006, ,FINISH,F
389,08/05/2008,10,14,09/05/2008,08/08/2007, ,FINISH,F
393,09/05/2008,3,72,09/05/2008,24/04/2008, ,FINISH,F
394,09/05/2008,36,21,21/05/2008,09/04/2008, ,FINISH,F
395,09/05/2008,26,105,09/05/2008,24/04/2008, ,FINISH,F
396,09/05/2008,64,131,14/05/2008,09/04/2008, ,FINISH,F
397,09/05/2008,65,131,09/05/2008,09/04/2008, ,FINISH,F
402,10/05/2008,24,56,19/05/2008,10/05/2007, ,FINISH,F
398,10/05/2008,4,72,10/05/2008,25/04/2008, ,FINISH,F
399,10/05/2008,12,71,10/05/2008,28/04/2008, ,FINISH,F
401,10/05/2008,56,80,08/05/2008,10/04/2008, ,FINISH,F
400,10/05/2008,38,21,02/05/2008,10/04/2008, ,FINISH,F
403,10/05/2008,24,53,19/05/2008,10/05/2007, ,FINISH,F
404,10/05/2008,24,48,19/05/2008,10/05/2007, ,FINISH,F
407,11/05/2008,49,113,27/06/2008,11/02/2008, ,FINISH,F
410,11/05/2008,16,17,02/05/2008,27/03/2008, ,FINISH,F
405,11/05/2008,47,111,09/05/2008,21/04/2008, ,FINISH,F
409,11/05/2008,15,17,14/05/2008,27/03/2008, ,FINISH,F
416,11/05/2008,23,48,24/05/2008,11/05/2007, ,FINISH,F
408,11/05/2008,13,14,23/05/2008,11/08/2007, ,FINISH,F
414,11/05/2008,20,74,09/05/2008,29/04/2008, ,FINISH,F
411,11/05/2008,18,6,12/06/2008,11/02/2008, ,FINISH,F
412,11/05/2008,28,73,10/05/2008,26/04/2008, ,FINISH,F
415,11/05/2008,5,70,11/05/2008,26/04/2008, ,FINISH,F
413,11/05/2008,28,35,10/05/2008,11/02/2008, ,FINISH,F
419,13/05/2008,23,75,12/05/2008,30/04/2008, ,FINISH,F
418,12/05/2008,37,76,13/05/2008,22/04/2008, ,FINISH,F
417,12/05/2008,43,111,12/05/2008,22/04/2008, ,FINISH,F
420,12/05/2008,64,133,14/05/2008,12/11/2007, ,FINISH,F
421,13/05/2008,42,116,15/05/2008,13/05/2007, ,FINISH,F
422,13/05/2008,42,122,15/05/2008,13/05/2007, ,FINISH,F
429,13/05/2008,61,137,31/05/2008,13/11/2006, ,FINISH,F
423,13/05/2008,45,112,02/05/2008,13/02/2008, ,FINISH,F
424,11/05/2008,13,71,13/05/2008,01/05/2008, ,FINISH,F
427,13/05/2008,22,46,01/05/2008,13/11/2007, ,FINISH,F
430,15/05/2008,42,111,15/05/2008,24/04/2008, ,FINISH,F
433,03/06/2008,66,100,03/06/2008,29/04/2008, ,FINISH,F
434,14/05/2008,63,131,16/05/2008,14/04/2008, ,FINISH,F
431,14/05/2008,31,73,12/05/2008,29/04/2008, ,FINISH,F
432,14/05/2008,19,43,05/05/2008,14/02/2008, ,FINISH,F
441,15/05/2008,39,21,17/06/2008,15/04/2008, ,FINISH,F
443,15/05/2008,74,37,,30/04/2008,,,P
435,20/05/2008,46,111,20/05/2008,25/04/2008, ,FINISH,F
440,15/05/2008,35,76,17/05/2008,25/04/2008, ,FINISH,F
8757,12/05/2010,42,111,17/04/2010,13/03/2010, ,FINISH,F
438,15/05/2008,29,73,14/05/2008,30/04/2008, ,FINISH,F
444,15/05/2008,62,135,07/05/2008,15/11/2007, ,FINISH,F
442,15/05/2008,57,80,17/05/2008,15/04/2008, ,FINISH,F
449,13/05/2008,68,100,20/05/2008,01/05/2008, ,FINISH,F
445,16/05/2008,16,14,26/05/2008,16/08/2007, ,FINISH,F
450,16/05/2008,63,132,16/05/2008,16/02/2008, ,FINISH,F
451,13/05/2008,40,111,16/05/2008,27/04/2008, ,FINISH,F
452,17/05/2008,17,14,17/07/2008,17/08/2007, ,FINISH,F
453,17/05/2008,17,9,15/05/2008,17/08/2007, ,FINISH,F
461,18/05/2008,36,76,21/05/2008,28/04/2008, ,FINISH,F
458,14/05/2008,44,111,13/05/2008,28/04/2008, ,FINISH,F
474,19/05/2008,63,134,16/05/2008,19/11/2007, ,FINISH,F
464,19/05/2008,45,122,22/05/2008,19/05/2007, ,FINISH,F
466,16/05/2008,51,111,14/05/2008,29/04/2008, ,FINISH,F
467,19/05/2008,1,1,17/05/2008,19/11/2007, ,FINISH,F
468,19/05/2008,2,1,19/05/2008,19/11/2007, ,FINISH,F
469,19/05/2008,3,1,19/05/2008,19/11/2007, ,FINISH,F
465,19/05/2008,50,124,03/05/2008,19/05/2007, ,FINISH,F
481,20/05/2008,23,44,24/05/2008,20/02/2008, ,FINISH,F
479,20/05/2008,37,21,13/05/2008,20/04/2008, ,FINISH,F
475,20/05/2008,43,112,12/05/2008,20/02/2008, ,FINISH,F
476,19/05/2008,52,111,19/05/2008,30/04/2008, ,FINISH,F
480,22/05/2008,38,76,23/05/2008,30/04/2008, ,FINISH,F
483,20/05/2008,62,137,07/05/2008,20/11/2006, ,FINISH,F
490,21/05/2008,59,131,22/05/2008,21/04/2008, ,FINISH,F
486,21/05/2008,13,6,14/03/2008,21/02/2008, ,FINISH,F
484,21/05/2008,42,112,15/05/2008,21/02/2008, ,FINISH,F
487,21/05/2008,17,6,15/05/2008,21/02/2008, ,FINISH,F
485,18/05/2008,49,111,17/05/2008,01/05/2008, ,FINISH,F
488,21/05/2008,18,14,30/07/2008,21/08/2007, ,FINISH,F
492,22/05/2008,52,114,19/05/2008,22/11/2007, ,FINISH,F
495,22/05/2008,12,14,10/05/2008,22/08/2007, ,FINISH,F
497,22/05/2008,58,131,23/05/2008,22/04/2008, ,FINISH,F
504,23/05/2008,23,56,01/05/2008,23/05/2007, ,FINISH,F
502,29/05/2008,54,80,28/05/2008,23/04/2008, ,FINISH,F
503,23/05/2008,23,53,04/08/2008,23/05/2007, ,FINISH,F
499,27/05/2008,7,17,17/05/2008,08/04/2008, ,FINISH,F
509,24/05/2008,60,134,26/05/2008,24/11/2007, ,FINISH,F
510,24/05/2008,60,131,26/05/2008,24/04/2008, ,FINISH,F
505,04/05/2008,50,111,03/05/2008,04/05/2008, ,FINISH,F
511,24/05/2008,60,135,26/05/2008,24/11/2007, ,FINISH,F
518,25/05/2008,55,80,24/05/2008,25/04/2008, ,FINISH,F
513,25/05/2008,8,6,08/05/2008,25/02/2008, ,FINISH,F
522,23/06/2008,9,17,19/05/2008,11/04/2008, ,FINISH,F
521,26/05/2008,50,115,26/05/2008,26/11/2007, ,FINISH,F
524,26/05/2008,22,61,01/05/2008,26/05/2006, ,FINISH,F
526,26/05/2008,24,44,02/06/2008,26/02/2008, ,FINISH,F
527,26/05/2008,24,63,07/05/2008,26/05/2006, ,FINISH,F
528,30/05/2008,61,131,31/05/2008,26/04/2008, ,FINISH,F
531,27/05/2008,61,132,31/05/2008,27/02/2008, ,FINISH,F
532,27/05/2008,61,135,31/05/2008,27/11/2007, ,FINISH,F
533,27/05/2008,61,134,31/05/2008,27/11/2007, ,FINISH,F
537,19/05/2008,12,17,22/05/2008,13/04/2008, ,FINISH,F
534,28/05/2008,41,115,31/05/2008,28/11/2007, ,FINISH,F
540,28/05/2008,63,137,16/05/2008,28/11/2006, ,FINISH,F
536,28/05/2008,50,118,26/05/2008,28/09/2007, ,FINISH,F
553,31/05/2008,22,52,29/07/2008,31/05/2007, ,FINISH,F
549,31/05/2008,43,121,19/06/2008,31/05/2007, ,FINISH,F
554,31/05/2008,22,50,01/05/2008,31/05/2007, ,FINISH,F
548,31/05/2008,42,121,19/06/2008,31/05/2007, ,FINISH,F
428,14/05/2008,25,75,14/05/2008,01/05/2008, ,FINISH,F
425,12/05/2008,14,71,13/05/2008,01/05/2008, ,FINISH,F
426,13/05/2008,22,74,12/05/2008,01/05/2008, ,FINISH,F
437,13/05/2008,15,71,14/05/2008,03/05/2008, ,FINISH,F
439,15/05/2008,21,74,15/05/2008,03/05/2008, ,FINISH,F
446,14/05/2008,16,71,14/05/2008,04/05/2008, ,FINISH,F
447,18/05/2008,18,71,16/05/2008,04/05/2008, ,FINISH,F
448,16/05/2008,67,100,16/05/2008,01/05/2008,M/C STOP,,F
454,15/05/2008,17,71,15/05/2008,05/05/2008, ,FINISH,F
707,04/06/2008,32,73,05/06/2008,20/05/2008, ,FINISH,F
713,04/06/2008,36,20,21/05/2008,04/03/2008, ,FINISH,F
709,04/06/2008,20,89,04/06/2008,20/05/2008, ,FINISH,F
710,04/06/2008,21,89,04/06/2008,20/05/2008, ,FINISH,F
717,04/06/2008,24,88,04/06/2008,20/05/2008, ,FINISH,F
718,04/06/2008,25,88,04/06/2008,20/05/2008, ,FINISH,F
711,04/06/2008,22,89,04/06/2008,20/05/2008, ,FINISH,F
716,04/06/2008,73,156,05/06/2008,20/05/2008, ,FINISH,F
714,04/06/2008,71,139,04/06/2008,20/05/2008, ,FINISH,F
715,04/06/2008,72,139,05/06/2008,20/05/2008, ,FINISH,F
723,05/06/2008,22,45,29/07/2008,05/12/2007, ,FINISH,F
852,22/06/2008,21,74,20/06/2008,09/06/2008, ,FINISH,F
849,21/06/2008,1,72,27/06/2008,06/06/2008, ,FINISH,F
856,27/06/2008,27,105,23/06/2008,06/06/2008, ,FINISH,F
857,24/06/2008,2,79,27/06/2008,07/06/2008, ,FINISH,F
859,25/06/2008,8,71,23/06/2008,10/06/2008, ,FINISH,F
861,24/06/2008,17,71,21/06/2008,10/06/2008, ,FINISH,F
862,24/06/2008,18,71,23/06/2008,10/06/2008, ,FINISH,F
858,25/06/2008,7,71,23/06/2008,10/06/2008, ,FINISH,F
863,23/06/2008,37,76,21/06/2008,02/06/2008, ,FINISH,F
864,27/06/2008,26,105,24/06/2008,07/06/2008, ,FINISH,F
870,28/06/2008,34,73,26/06/2008,08/06/2008, ,FINISH,F
867,26/06/2008,3,78,28/06/2008,08/06/2008, ,FINISH,F
871,23/06/2008,19,74,21/06/2008,11/06/2008, ,FINISH,F
877,17/07/2008,35,76,16/07/2008,04/06/2008, ,FINISH,F
875,26/06/2008,9,71,25/06/2008,12/06/2008, ,FINISH,F
874,27/06/2008,4,77,29/06/2008,09/06/2008, ,FINISH,F
878,25/06/2008,24,75,25/06/2008,12/06/2008, ,FINISH,F
881,28/06/2008,28,73,25/06/2008,10/06/2008, ,FINISH,F
893,28/06/2008,5,70,30/06/2008,12/06/2008, ,FINISH,F
887,29/06/2008,31,73,26/06/2008,12/06/2008, ,FINISH,F
895,29/06/2008,29,73,30/06/2008,13/06/2008, ,FINISH,F
899,29/06/2008,74,37,,14/06/2008,,,P
906,30/06/2008,67,100,30/06/2008,15/06/2008,M/C STOP,,F
905,30/06/2008,36,76,28/06/2008,10/06/2008, ,FINISH,F
904,01/07/2008,30,73,02/07/2008,15/06/2008, ,FINISH,F
880,25/06/2008,10,71,25/06/2008,13/06/2008, ,FINISH,F
721,05/06/2008,20,45,29/07/2008,05/12/2007, ,FINISH,F
720,05/06/2008,19,45,29/07/2008,05/12/2007, ,FINISH,F
727,05/06/2008,27,91,05/06/2008,05/03/2008, ,FINISH,F
725,05/06/2008,23,88,04/06/2008,21/05/2008, ,FINISH,F
719,05/06/2008,14,71,10/06/2008,24/05/2008, ,FINISH,F
726,05/06/2008,23,75,05/06/2008,24/05/2008, ,FINISH,F
722,05/06/2008,21,45,29/07/2008,05/12/2007, ,FINISH,F
724,05/06/2008,35,30,06/06/2008,05/06/2006, ,FINISH,F
729,06/06/2008,13,71,09/06/2008,25/05/2008, ,FINISH,F
732,06/06/2008,27,105,12/06/2008,22/05/2008, ,FINISH,F
730,06/06/2008,36,22,10/06/2008,06/12/2007, ,FINISH,F
731,06/06/2008,38,20,11/06/2008,06/03/2008, ,FINISH,F
728,06/06/2008,1,72,06/06/2008,22/05/2008, ,FINISH,F
738,07/06/2008,25,75,06/06/2008,26/05/2008, ,FINISH,F
739,07/06/2008,26,105,12/06/2008,23/05/2008, ,FINISH,F
733,07/06/2008,2,79,09/06/2008,23/05/2008, ,FINISH,F
736,07/06/2008,16,71,11/06/2008,26/05/2008, ,FINISH,F
735,07/06/2008,15,71,11/06/2008,26/05/2008, ,FINISH,F
734,07/06/2008,7,6,24/06/2008,07/03/2008, ,FINISH,F
740,07/06/2008,62,131,06/06/2008,07/05/2008, ,FINISH,F
741,07/06/2008,62,132,06/06/2008,07/03/2008, ,FINISH,F
737,07/06/2008,56,80,09/06/2008,08/05/2008, ,FINISH,F
743,08/06/2008,34,73,13/06/2008,24/05/2008, ,FINISH,F
744,08/06/2008,22,74,09/06/2008,27/05/2008, ,FINISH,F
742,08/06/2008,3,78,11/06/2008,24/05/2008, ,FINISH,F
745,08/06/2008,39,20,17/06/2008,08/03/2008, ,FINISH,F
747,09/06/2008,21,74,10/06/2008,28/05/2008, ,FINISH,F
748,09/06/2008,27,106,12/06/2008,09/02/2008, ,FINISH,F
749,09/06/2008,65,131,11/06/2008,09/05/2008, ,FINISH,F
746,09/06/2008,4,77,12/06/2008,25/05/2008, ,FINISH,F
761,10/06/2008,20,43,14/06/2008,10/03/2008, ,FINISH,F
760,10/06/2008,28,73,13/06/2008,26/05/2008, ,FINISH,F
763,10/06/2008,66,101,03/06/2008,10/12/2007, ,FINISH,F
759,10/06/2008,18,71,12/06/2008,29/05/2008, ,FINISH,F
762,10/06/2008,36,76,10/06/2008,21/05/2008, ,FINISH,F
758,10/06/2008,17,71,12/06/2008,29/05/2008, ,FINISH,F
752,10/06/2008,9,6,14/06/2008,10/03/2008, ,FINISH,F
757,10/06/2008,12,13,10/09/2008,10/06/2006, ,FINISH,F
751,17/06/2008,8,71,13/06/2008,29/05/2008, ,FINISH,F
750,14/06/2008,7,71,13/06/2008,29/05/2008, ,FINISH,F
756,10/06/2008,12,12,10/09/2008,10/06/2006, ,FINISH,F
755,10/06/2008,12,10,10/09/2008,10/06/2006, ,FINISH,F
753,10/06/2008,10,17,13/06/2008,26/04/2008, ,FINISH,F
754,10/06/2008,12,11,10/09/2008,10/06/2006, ,FINISH,F
764,11/06/2008,19,74,11/06/2008,30/05/2008, ,FINISH,F
768,12/06/2008,38,76,11/06/2008,23/05/2008, ,FINISH,F
770,14/06/2008,24,75,13/06/2008,31/05/2008, ,FINISH,F
769,12/06/2008,5,70,13/06/2008,28/05/2008, ,FINISH,F
766,12/06/2008,31,73,14/06/2008,28/05/2008, ,FINISH,F
765,18/06/2008,9,71,14/06/2008,31/05/2008, ,FINISH,F
777,13/06/2008,37,21,03/06/2008,13/05/2008, ,FINISH,F
776,13/06/2008,31,35,14/06/2008,13/03/2008, ,FINISH,F
773,15/06/2008,29,73,14/06/2008,29/05/2008, ,FINISH,F
772,13/06/2008,14,9,19/06/2008,13/09/2007, ,FINISH,F
780,14/06/2008,14,17,19/06/2008,30/04/2008, ,FINISH,F
785,14/06/2008,74,37,,30/05/2008,,,P
783,14/06/2008,35,18,27/06/2008,14/03/2008, ,FINISH,F
782,14/06/2008,28,93,22/06/2008,14/02/2008, ,FINISH,F
779,14/06/2008,13,6,18/06/2008,14/03/2008, ,FINISH,F
781,14/06/2008,15,9,11/06/2008,14/09/2007, ,FINISH,F
784,14/06/2008,35,90,06/06/2008,14/03/2008, ,FINISH,F
786,14/06/2008,64,131,12/06/2008,14/05/2008, ,FINISH,F
788,15/06/2008,28,92,15/06/2008,15/04/2008, ,FINISH,F
798,15/06/2008,34,92,15/06/2008,15/04/2008, ,FINISH,F
792,17/06/2008,30,73,16/06/2008,31/05/2008, ,FINISH,F
796,15/06/2008,32,92,15/06/2008,15/04/2008, ,FINISH,F
795,15/06/2008,31,92,15/06/2008,15/04/2008, ,FINISH,F
797,15/06/2008,33,92,15/06/2008,15/04/2008, ,FINISH,F
791,15/06/2008,30,92,15/06/2008,15/04/2008, ,FINISH,F
790,15/06/2008,29,92,15/06/2008,15/04/2008, ,FINISH,F
789,15/06/2008,29,35,14/06/2008,15/03/2008, ,FINISH,F
801,15/06/2008,67,100,15/06/2008,31/05/2008,M/C STOP,,F
800,17/07/2008,39,21,17/06/2008,15/05/2008, ,FINISH,F
802,16/06/2008,16,17,21/06/2008,02/05/2008, ,FINISH,F
810,16/06/2008,63,131,13/06/2008,16/05/2008, ,FINISH,F
805,16/06/2008,31,93,22/06/2008,16/02/2008, ,FINISH,F
809,16/06/2008,57,80,16/06/2008,17/05/2008, ,FINISH,F
804,16/06/2008,30,93,22/06/2008,16/02/2008, ,FINISH,F
803,16/06/2008,29,93,22/06/2008,16/02/2008, ,FINISH,F
807,16/06/2008,33,93,22/06/2008,16/02/2008, ,FINISH,F
806,16/06/2008,32,93,21/06/2008,16/02/2008, ,FINISH,F
808,16/06/2008,39,76,17/06/2008,27/05/2008, ,FINISH,F
815,17/06/2008,35,21,27/06/2008,17/05/2008, ,FINISH,F
813,17/06/2008,17,17,21/06/2008,03/05/2008, ,FINISH,F
812,17/06/2008,14,6,19/06/2008,17/03/2008, ,FINISH,F
814,17/06/2008,30,35,02/06/2008,17/03/2008, ,FINISH,F
818,18/06/2008,10,7,15/06/2008,18/12/2007, ,FINISH,F
825,18/06/2008,35,32,27/06/2008,18/06/2007, ,FINISH,F
824,18/06/2008,35,27,06/06/2008,18/06/2007, ,FINISH,F
828,18/06/2008,63,135,13/06/2008,18/12/2007, ,FINISH,F
819,18/06/2008,11,7,17/06/2008,18/12/2007, ,FINISH,F
820,18/06/2008,12,7,17/06/2008,18/12/2007, ,FINISH,F
823,18/06/2008,34,93,22/06/2008,18/02/2008, ,FINISH,F
817,18/06/2008,7,7,25/06/2008,18/12/2007, ,FINISH,F
843,29/06/2008,68,100,28/06/2008,04/06/2008, ,FINISH,F
844,19/06/2008,59,134,23/06/2008,19/12/2007, ,FINISH,F
836,19/06/2008,36,18,28/06/2008,19/03/2008, ,FINISH,F
845,20/06/2008,18,17,23/06/2008,06/05/2008, ,FINISH,F
847,20/06/2008,35,98,06/06/2008,20/09/2007, ,FINISH,F
855,21/06/2008,57,82,10/06/2008,21/12/2007, ,FINISH,F
854,21/06/2008,57,81,10/06/2008,21/12/2007, ,FINISH,F
853,21/06/2008,36,21,10/06/2008,21/05/2008, ,FINISH,F
860,22/06/2008,8,17,23/06/2008,08/05/2008, ,FINISH,F
865,22/06/2008,58,134,27/06/2008,22/12/2007, ,FINISH,F
866,22/06/2008,59,131,23/06/2008,22/05/2008, ,FINISH,F
872,23/06/2008,55,80,24/06/2008,24/05/2008, ,FINISH,F
873,23/06/2008,58,131,27/06/2008,23/05/2008, ,FINISH,F
879,24/06/2008,25,44,18/06/2008,24/03/2008, ,FINISH,F
876,24/06/2008,11,17,26/06/2008,10/05/2008, ,FINISH,F
882,25/06/2008,38,18,02/07/2008,25/03/2008, ,FINISH,F
885,26/06/2008,60,131,25/06/2008,26/05/2008, ,FINISH,F
884,26/06/2008,22,43,19/06/2008,26/03/2008, ,FINISH,F
889,27/06/2008,53,84,31/07/2008,27/06/2007, ,FINISH,F
891,27/06/2008,53,87,31/07/2008,27/06/2007, ,FINISH,F
892,27/06/2008,54,80,26/06/2008,28/05/2008, ,FINISH,F
890,27/06/2008,53,86,31/07/2008,27/06/2007, ,FINISH,F
896,28/06/2008,60,136,25/06/2008,28/09/2007, ,FINISH,F
897,28/06/2008,61,136,30/06/2008,28/09/2007, ,,F
894,28/06/2008,15,17,20/06/2008,14/05/2008, ,FINISH,F
901,29/06/2008,59,136,23/06/2008,29/09/2007, ,FINISH,F
902,29/06/2008,63,136,13/06/2008,29/09/2007, ,FINISH,F
907,30/06/2008,61,131,30/06/2008,31/05/2008, ,FINISH,F
771,18/06/2008,10,71,13/06/2008,01/06/2008, ,FINISH,F
778,14/06/2008,11,71,17/06/2008,02/06/2008, ,FINISH,F
799,15/06/2008,20,74,14/06/2008,03/06/2008, ,FINISH,F
787,21/06/2008,12,71,17/06/2008,03/06/2008, ,FINISH,F
816,17/06/2008,23,75,16/06/2008,05/06/2008, ,FINISH,F
811,22/06/2008,14,71,19/06/2008,05/06/2008, ,FINISH,F
826,18/06/2008,69,154,18/06/2008,03/06/2008, ,FINISH,F
821,21/06/2008,13,71,18/06/2008,06/06/2008, ,FINISH,F
827,18/06/2008,70,138,19/06/2008,03/06/2008, ,FINISH,F
822,19/06/2008,33,73,18/06/2008,03/06/2008, ,FINISH,F
832,19/06/2008,19,89,21/06/2008,04/06/2008, ,FINISH,F
840,19/06/2008,24,88,21/06/2008,04/06/2008, ,FINISH,F
833,19/06/2008,20,89,21/06/2008,04/06/2008, ,FINISH,F
841,19/06/2008,25,88,21/06/2008,04/06/2008, ,FINISH,F
829,23/06/2008,15,71,20/06/2008,07/06/2008, ,FINISH,F
842,18/06/2008,25,75,18/06/2008,07/06/2008, ,FINISH,F
830,23/06/2008,16,71,21/06/2008,07/06/2008, ,FINISH,F
831,20/06/2008,32,73,18/06/2008,04/06/2008, ,FINISH,F
834,19/06/2008,21,89,21/06/2008,04/06/2008, ,FINISH,F
839,20/06/2008,73,156,20/06/2008,04/06/2008, ,FINISH,F
837,19/06/2008,71,139,19/06/2008,04/06/2008, ,FINISH,F
838,20/06/2008,72,139,21/06/2008,04/06/2008, ,FINISH,F
835,19/06/2008,22,89,21/06/2008,04/06/2008, ,FINISH,F
846,21/06/2008,22,74,19/06/2008,08/06/2008, ,FINISH,F
848,19/06/2008,23,88,21/06/2008,05/06/2008, ,FINISH,F
883,29/06/2008,11,71,26/06/2008,14/06/2008, ,FINISH,F
888,26/06/2008,20,74,25/06/2008,15/06/2008, ,FINISH,F
886,29/06/2008,12,71,27/06/2008,15/06/2008, ,FINISH,F
900,28/06/2008,23,75,30/06/2008,17/06/2008, ,FINISH,F
898,01/07/2008,14,71,28/06/2008,17/06/2008, ,FINISH,F
903,30/06/2008,13,71,28/06/2008,18/06/2008, ,FINISH,F
1460,23/08/2008,42,94,25/08/2008,23/07/2008, ,FINISH,F
1462,31/08/2008,15,71,01/09/2008,19/08/2008, ,FINISH,F
1461,31/08/2008,46,111,01/09/2008,01/08/2008, ,FINISH,F
1463,01/09/2008,46,94,01/09/2008,01/08/2008, ,FINISH,F
1465,01/09/2008,16,71,01/09/2008,20/08/2008, ,FINISH,F
1464,01/09/2008,50,114,05/08/2008,01/03/2008, ,FINISH,F
1469,02/09/2008,23,47,09/09/2008,02/03/2008, ,FINISH,F
1468,02/09/2008,30,35,02/09/2008,02/06/2008, ,FINISH,F
1467,02/09/2008,17,71,02/09/2008,21/08/2008, ,FINISH,F
1470,02/09/2008,24,44,04/09/2008,02/06/2008, ,FINISH,F
1466,02/09/2008,11,6,07/09/2008,02/06/2008, ,FINISH,F
1471,02/09/2008,66,100,02/09/2008,18/08/2008, ,FINISH,F
1478,02/09/2008,21,74,03/10/2008,22/08/2008, ,FINISH,F
1477,03/09/2008,32,73,03/09/2008,19/08/2008, ,FINISH,F
1479,03/09/2008,71,139,05/09/2008,19/08/2008, ,FINISH,F
1472,03/09/2008,44,112,12/09/2008,03/06/2008, ,FINISH,F
